Period,Accounts,Category,Note,USD,Income/Expense
2022-02-17,Cash,Salary,Transaction 460,512.85,Income
2023-02-25,Checking,Sales,Transaction 461,250.05,Income
2022-06-15,Credit Card,Food,Transaction 462,67.33,Expense
2021-01-24,Checking,Misc,Transaction 463,545.71,Expense
2021-05-07,Credit Card,Sales,Transaction 464,938.78,Income
2021-12-11,Cash,Salary,Transaction 465,827.17,Income
2023-05-06,Checking,Stock,Transaction 466,583.87,Income
2024-05-14,Credit Card,Salary,Transaction 467,880.42,Income
2023-11-03,Credit Card,Salary,Transaction 468,624.24,Income
2024-03-27,Credit Card,Bonus,Transaction 469,848.63,Income
2023-09-20,Savings,Transport,Transaction 470,439.72,Expense
2020-06-20,Savings,Transport,Transaction 471,953.51,Expense
2025-03-12,Savings,Salary,Transaction 472,62.92,Income
2023-11-30,Checking,Bonus,Transaction 473,273.07,Income
2023-11-29,Checking,Transport,Transaction 474,502.19,Expense
2021-09-06,Checking,Bonus,Transaction 475,235.69,Income
2024-01-30,Cash,Bonus,Transaction 476,158.83,Income
2020-03-05,Checking,Transport,Transaction 477,349.76,Expense
2023-10-14,Cash,Food,Transaction 478,986.70,Expense
2021-08-13,Cash,Salary,Transaction 479,421.84,Income
2021-06-30,Credit Card,Bonus,Transaction 480,917.07,Income
2025-01-28,Checking,Food,Transaction 481,231.95,Expense
2024-06-26,Cash,Sales,Transaction 482,452.78,Income
2024-07-26,Credit Card,Salary,Transaction 483,195.62,Income
2023-11-24,Checking,Misc,Transaction 484,645.78,Expense
2022-03-15,Cash,Stock,Transaction 485,468.66,Income
2020-05-06,Credit Card,Food,Transaction 486,777.77,Expense
2022-03-03,Savings,Bonus,Transaction 487,148.94,Income
2025-06-27,Cash,Sales,Transaction 488,399.86,Income
2022-05-02,Credit Card,Misc,Transaction 489,479.71,Expense
2024-07-20,Savings,Food,Transaction 490,724.86,Expense
2024-03-22,Savings,Sales,Transaction 491,172.14,Income
2021-03-23,Savings,Sales,Transaction 492,238.99,Income
2025-01-18,Checking,Utilities,Transaction 493,375.32,Expense
2020-01-08,Cash,Transport,Transaction 494,31.09,Expense
2025-03-06,Credit Card,Utilities,Transaction 495,197.78,Expense
2022-05-20,Savings,Entertainment,Transaction 496,217.49,Expense
2022-09-25,Cash,Utilities,Transaction 497,969.84,Expense
2022-11-12,Credit Card,Stock,Transaction 498,842.76,Income
2023-10-06,Savings,Sales,Transaction 499,474.31,Income
2020-10-06,Cash,Bonus,Transaction 500,987.41,Income
2022-09-16,Credit Card,Misc,Transaction 501,526.66,Expense
2023-05-31,Credit Card,Misc,Transaction 502,289.94,Expense
2020-06-10,Cash,Salary,Transaction 503,344.71,Income
2021-10-20,Cash,Bonus,Transaction 504,676.04,Income
2021-10-21,Savings,Sales,Transaction 505,605.33,Income
2024-08-19,Credit Card,Misc,Transaction 506,840.75,Expense
2021-10-10,Checking,Stock,Transaction 507,517.70,Income
2021-02-15,Credit Card,Entertainment,Transaction 508,702.68,Expense
2021-08-27,Savings,Misc,Transaction 509,252.58,Expense
2021-03-07,Credit Card,Sales,Transaction 510,791.02,Income
2020-02-26,Credit Card,Stock,Transaction 511,462.78,Income
2024-02-16,Savings,Transport,Transaction 512,951.50,Expense
2021-03-29,Savings,Food,Transaction 513,66.64,Expense
2022-08-19,Savings,Food,Transaction 514,930.05,Expense
2024-05-21,Savings,Entertainment,Transaction 515,468.50,Expense
2022-07-06,Credit Card,Sales,Transaction 516,338.98,Income
2021-08-13,Checking,Entertainment,Transaction 517,458.85,Expense
2025-01-06,Cash,Transport,Transaction 518,998.32,Expense
2024-07-25,Cash,Transport,Transaction 519,31.92,Expense
2025-07-03,Savings,Misc,Transaction 520,405.16,Expense
2023-11-30,Savings,Sales,Transaction 521,698.34,Income
2023-11-16,Savings,Food,Transaction 522,756.92,Expense
2020-12-18,Credit Card,Entertainment,Transaction 523,557.82,Expense
2023-08-08,Checking,Entertainment,Transaction 524,431.91,Expense
2022-06-08,Cash,Transport,Transaction 525,978.54,Expense
2020-07-27,Checking,Transport,Transaction 526,438.27,Expense
2021-02-11,Credit Card,Transport,Transaction 527,144.10,Expense
2021-12-21,Cash,Entertainment,Transaction 528,52.67,Expense
2020-11-05,Credit Card,Salary,Transaction 529,49.09,Income
2021-07-07,Cash,Misc,Transaction 530,262.23,Expense
2024-10-18,Savings,Salary,Transaction 531,558.90,Income
2021-03-26,Savings,Sales,Transaction 532,942.51,Income
2024-06-15,Checking,Transport,Transaction 533,424.06,Expense
2021-02-10,Checking,Stock,Transaction 534,136.50,Income
2023-02-19,Cash,Stock,Transaction 535,145.54,Income
2020-08-06,Cash,Misc,Transaction 536,51.81,Expense
2024-06-15,Checking,Misc,Transaction 537,327.55,Expense
2020-10-27,Credit Card,Entertainment,Transaction 538,241.89,Expense
2024-12-01,Savings,Salary,Transaction 539,566.07,Income
2023-10-27,Cash,Salary,Transaction 540,160.30,Income
2020-10-15,Savings,Sales,Transaction 541,859.45,Income
2024-07-26,Credit Card,Food,Transaction 542,529.16,Expense
2020-03-24,Savings,Stock,Transaction 543,982.02,Income
2020-11-16,Checking,Salary,Transaction 544,369.19,Income
2023-07-17,Credit Card,Bonus,Transaction 545,64.30,Income
2024-03-12,Credit Card,Sales,Transaction 546,127.29,Income
2025-08-11,Checking,Entertainment,Transaction 547,631.44,Expense
2024-03-13,Cash,Sales,Transaction 548,911.67,Income
2023-03-16,Cash,Stock,Transaction 549,825.64,Income
2020-11-19,Cash,Food,Transaction 550,289.80,Expense
2024-08-16,Checking,Sales,Transaction 551,535.03,Income
2023-02-16,Checking,Bonus,Transaction 552,411.71,Income
2020-03-30,Credit Card,Sales,Transaction 553,945.56,Income
2024-08-18,Savings,Utilities,Transaction 554,206.46,Expense
2023-07-07,Checking,Misc,Transaction 555,700.57,Expense
2022-05-09,Checking,Utilities,Transaction 556,710.64,Expense
2023-11-24,Savings,Stock,Transaction 557,634.57,Income
2025-02-12,Checking,Bonus,Transaction 558,464.25,Income
2021-01-10,Cash,Entertainment,Transaction 559,327.03,Expense
2021-09-27,Checking,Stock,Transaction 560,910.88,Income
2021-10-30,Checking,Entertainment,Transaction 561,23.45,Expense
2025-05-29,Cash,Utilities,Transaction 562,352.61,Expense
2024-03-17,Savings,Bonus,Transaction 563,421.33,Income
2020-01-16,Credit Card,Salary,Transaction 564,587.74,Income
2022-10-11,Checking,Sales,Transaction 565,134.22,Income
2023-09-03,Savings,Salary,Transaction 566,213.80,Income
2023-07-06,Savings,Transport,Transaction 567,879.75,Expense
2024-02-24,Cash,Salary,Transaction 568,429.93,Income
2023-03-01,Credit Card,Salary,Transaction 569,331.80,Income
2025-07-31,Checking,Salary,Transaction 570,33.66,Income
2025-08-11,Cash,Bonus,Transaction 571,266.76,Income
2020-05-22,Savings,Transport,Transaction 572,63.30,Expense
2022-09-02,Cash,Salary,Transaction 573,685.50,Income
2025-04-30,Cash,Bonus,Transaction 574,537.15,Income
2020-07-08,Credit Card,Entertainment,Transaction 575,451.99,Expense
2024-02-29,Cash,Food,Transaction 576,188.90,Expense
2025-01-31,Checking,Misc,Transaction 577,249.63,Expense
2020-05-28,Cash,Bonus,Transaction 578,955.35,Income
2021-04-23,Checking,Food,Transaction 579,292.55,Expense
2022-06-29,Cash,Entertainment,Transaction 580,506.57,Expense
2024-03-11,Savings,Sales,Transaction 581,966.03,Income
2021-03-19,Savings,Food,Transaction 582,287.67,Expense
2020-06-30,Savings,Transport,Transaction 583,334.06,Expense
2020-07-31,Credit Card,Salary,Transaction 584,63.71,Income
2024-02-20,Credit Card,Salary,Transaction 585,763.32,Income
2023-11-30,Savings,Utilities,Transaction 586,370.49,Expense
2024-11-23,Savings,Entertainment,Transaction 587,488.26,Expense
2020-08-08,Cash,Stock,Transaction 588,992.21,Income
2020-11-24,Checking,Transport,Transaction 589,452.33,Expense
2023-07-09,Checking,Entertainment,Transaction 590,424.81,Expense
2024-12-09,Checking,Food,Transaction 591,953.60,Expense
2023-07-08,Checking,Sales,Transaction 592,466.86,Income
2020-08-14,Savings,Stock,Transaction 593,88.96,Income
2023-07-02,Savings,Transport,Transaction 594,181.95,Expense
2021-11-04,Credit Card,Entertainment,Transaction 595,526.23,Expense
2025-07-02,Savings,Salary,Transaction 596,236.81,Income
2022-10-05,Credit Card,Salary,Transaction 597,871.04,Income
2024-12-18,Savings,Food,Transaction 598,170.68,Expense
2024-07-31,Cash,Bonus,Transaction 599,38.18,Income
2023-01-01,Savings,Stock,Transaction 600,63.21,Income
2024-04-10,Checking,Stock,Transaction 601,305.70,Income
2024-08-16,Checking,Utilities,Transaction 602,589.98,Expense
2022-07-07,Credit Card,Food,Transaction 603,727.43,Expense
2021-06-18,Savings,Misc,Transaction 604,743.20,Expense
2021-06-29,Cash,Salary,Transaction 605,146.42,Income
2022-04-22,Checking,Salary,Transaction 606,945.74,Income
2022-04-15,Cash,Bonus,Transaction 607,195.76,Income
2024-01-01,Checking,Salary,Transaction 608,890.73,Income
2023-07-11,Cash,Utilities,Transaction 609,949.75,Expense
2022-06-30,Checking,Utilities,Transaction 610,180.79,Expense
2022-07-22,Credit Card,Food,Transaction 611,278.56,Expense
2020-03-15,Savings,Stock,Transaction 612,883.18,Income
2023-09-19,Credit Card,Transport,Transaction 613,694.82,Expense
2024-06-18,Credit Card,Utilities,Transaction 614,678.99,Expense
2021-01-25,Savings,Utilities,Transaction 615,58.06,Expense
2021-01-21,Checking,Food,Transaction 616,2.26,Expense
2023-07-09,Cash,Stock,Transaction 617,669.42,Income
2022-10-15,Cash,Bonus,Transaction 618,395.61,Income
2025-06-29,Checking,Salary,Transaction 619,787.83,Income
2024-10-15,Savings,Food,Transaction 620,669.47,Expense
2022-03-22,Credit Card,Entertainment,Transaction 621,116.25,Expense
2021-10-15,Cash,Utilities,Transaction 622,971.65,Expense
2024-09-11,Credit Card,Utilities,Transaction 623,310.29,Expense
2024-09-24,Checking,Transport,Transaction 624,782.59,Expense
2025-04-26,Savings,Stock,Transaction 625,727.27,Income
2024-10-11,Checking,Food,Transaction 626,144.98,Expense
2022-07-22,Savings,Sales,Transaction 627,64.01,Income
2022-08-27,Cash,Food,Transaction 628,175.82,Expense
2022-11-23,Checking,Salary,Transaction 629,376.99,Income
2025-06-15,Checking,Sales,Transaction 630,225.23,Income
2021-05-14,Checking,Salary,Transaction 631,371.74,Income
2020-05-09,Savings,Entertainment,Transaction 632,950.08,Expense
2020-01-14,Credit Card,Utilities,Transaction 633,67.31,Expense
2022-05-23,Cash,Transport,Transaction 634,74.76,Expense
2022-06-11,Credit Card,Entertainment,Transaction 635,667.47,Expense
2022-03-21,Credit Card,Salary,Transaction 636,723.71,Income
2023-04-10,Cash,Bonus,Transaction 637,978.51,Income
2022-11-07,Credit Card,Misc,Transaction 638,627.14,Expense
2020-08-18,Credit Card,Misc,Transaction 639,9.80,Expense
2023-09-03,Checking,Sales,Transaction 640,949.76,Income
2025-04-07,Credit Card,Salary,Transaction 641,798.38,Income
2025-07-27,Cash,Utilities,Transaction 642,480.17,Expense
2021-04-05,Checking,Misc,Transaction 643,229.50,Expense
2021-11-19,Checking,Bonus,Transaction 644,298.96,Income
2021-11-17,Credit Card,Utilities,Transaction 645,66.74,Expense
2022-08-21,Savings,Stock,Transaction 646,997.70,Income
2022-07-28,Checking,Sales,Transaction 647,986.78,Income
2024-11-28,Checking,Sales,Transaction 648,855.47,Income
2022-05-11,Cash,Misc,Transaction 649,313.85,Expense
2023-08-07,Cash,Utilities,Transaction 650,714.09,Expense
2024-02-28,Cash,Transport,Transaction 651,352.32,Expense
2020-11-30,Cash,Bonus,Transaction 652,653.60,Income
2023-01-26,Credit Card,Sales,Transaction 653,66.93,Income
2024-04-13,Savings,Transport,Transaction 654,939.32,Expense
2023-08-10,Cash,Sales,Transaction 655,384.96,Income
2023-03-28,Credit Card,Bonus,Transaction 656,661.96,Income
2020-07-24,Savings,Bonus,Transaction 657,699.62,Income
2025-04-07,Credit Card,Stock,Transaction 658,248.67,Income
2025-04-04,Cash,Salary,Transaction 659,649.33,Income
2021-12-12,Savings,Sales,Transaction 660,724.58,Income
2023-04-19,Cash,Entertainment,Transaction 661,379.44,Expense
2020-04-29,Checking,Misc,Transaction 662,881.61,Expense
2024-11-29,Credit Card,Food,Transaction 663,946.62,Expense
2023-02-28,Savings,Stock,Transaction 664,174.64,Income
2021-08-01,Cash,Stock,Transaction 665,294.58,Income
2023-08-16,Savings,Bonus,Transaction 666,13.34,Income
2020-05-04,Checking,Food,Transaction 667,216.47,Expense
2022-01-27,Savings,Sales,Transaction 668,506.97,Income
2020-03-17,Savings,Misc,Transaction 669,722.46,Expense
2023-02-26,Cash,Utilities,Transaction 670,277.43,Expense
2024-04-28,Savings,Sales,Transaction 671,656.31,Income
2025-02-28,Credit Card,Sales,Transaction 672,436.56,Income
2024-11-19,Cash,Bonus,Transaction 673,699.16,Income
2024-07-31,Cash,Salary,Transaction 674,718.98,Income
2024-06-11,Credit Card,Utilities,Transaction 675,817.88,Expense
2024-09-02,Credit Card,Entertainment,Transaction 676,717.08,Expense
2023-01-15,Checking,Stock,Transaction 677,123.14,Income
2022-08-29,Savings,Utilities,Transaction 678,520.16,Expense
2022-03-09,Savings,Salary,Transaction 679,752.12,Income
2023-10-24,Cash,Misc,Transaction 680,682.08,Expense
2024-09-17,Savings,Stock,Transaction 681,602.37,Income
2022-06-29,Checking,Sales,Transaction 682,674.55,Income
2022-01-12,Checking,Misc,Transaction 683,237.36,Expense
2025-06-30,Credit Card,Salary,Transaction 684,489.14,Income
2021-04-10,Checking,Sales,Transaction 685,963.20,Income
2024-11-26,Cash,Utilities,Transaction 686,405.88,Expense
2020-08-20,Credit Card,Misc,Transaction 687,347.58,Expense
2024-11-03,Savings,Utilities,Transaction 688,368.23,Expense
2020-03-19,Cash,Transport,Transaction 689,737.05,Expense
2023-01-08,Checking,Stock,Transaction 690,19.23,Income
2022-09-03,Checking,Bonus,Transaction 691,775.00,Income
2021-06-22,Savings,Misc,Transaction 692,652.21,Expense
2022-01-26,Credit Card,Misc,Transaction 693,450.08,Expense
2025-07-31,Savings,Bonus,Transaction 694,730.96,Income
2023-05-30,Cash,Transport,Transaction 695,169.51,Expense
2023-08-18,Checking,Entertainment,Transaction 696,737.84,Expense
2023-03-13,Checking,Entertainment,Transaction 697,472.02,Expense
2022-07-19,Savings,Utilities,Transaction 698,709.94,Expense
2023-04-12,Credit Card,Salary,Transaction 699,440.21,Income
2023-01-09,Savings,Sales,Transaction 700,699.15,Income
2021-01-17,Checking,Bonus,Transaction 701,190.57,Income
2024-12-31,Checking,Food,Transaction 702,451.21,Expense
2020-02-19,Savings,Entertainment,Transaction 703,474.17,Expense
2024-06-14,Credit Card,Stock,Transaction 704,7.77,Income
2023-09-23,Savings,Misc,Transaction 705,742.39,Expense
2022-04-23,Savings,Stock,Transaction 706,80.20,Income
2024-05-13,Checking,Salary,Transaction 707,362.56,Income
2021-11-12,Savings,Salary,Transaction 708,336.94,Income
2024-06-07,Credit Card,Transport,Transaction 709,854.63,Expense
2024-07-11,Savings,Stock,Transaction 710,238.35,Income
2024-03-21,Checking,Transport,Transaction 711,337.86,Expense
2020-08-18,Checking,Stock,Transaction 712,815.37,Income
2025-01-14,Cash,Stock,Transaction 713,940.79,Income
2021-08-31,Cash,Salary,Transaction 714,462.14,Income
2020-10-13,Credit Card,Food,Transaction 715,734.88,Expense
2025-06-25,Checking,Food,Transaction 716,289.93,Expense
2023-06-20,Savings,Salary,Transaction 717,951.86,Income
2022-10-02,Cash,Sales,Transaction 718,324.61,Income
2021-04-04,Credit Card,Transport,Transaction 719,653.65,Expense
2021-02-19,Checking,Utilities,Transaction 720,226.42,Expense
2022-06-23,Credit Card,Entertainment,Transaction 721,819.46,Expense
2021-06-11,Savings,Entertainment,Transaction 722,151.64,Expense
2021-08-05,Checking,Bonus,Transaction 723,254.68,Income
2025-01-04,Checking,Food,Transaction 724,302.18,Expense
2020-11-16,Savings,Salary,Transaction 725,726.69,Income
2024-04-27,Checking,Transport,Transaction 726,916.27,Expense
2024-05-01,Savings,Transport,Transaction 727,483.00,Expense
2022-10-18,Savings,Bonus,Transaction 728,42.45,Income
2025-01-06,Cash,Bonus,Transaction 729,152.24,Income
2024-01-06,Checking,Entertainment,Transaction 730,731.90,Expense
2024-06-28,Cash,Utilities,Transaction 731,152.23,Expense
2023-01-13,Credit Card,Food,Transaction 732,865.62,Expense
2020-05-03,Savings,Utilities,Transaction 733,266.76,Expense
2020-12-06,Savings,Transport,Transaction 734,799.41,Expense
2020-01-01,Cash,Entertainment,Transaction 735,128.70,Expense
2021-01-13,Checking,Misc,Transaction 736,585.58,Expense
2020-09-05,Checking,Salary,Transaction 737,766.23,Income
2025-06-11,Savings,Sales,Transaction 738,454.74,Income
2025-03-23,Credit Card,Stock,Transaction 739,494.06,Income
2023-10-28,Cash,Transport,Transaction 740,765.79,Expense
2022-06-30,Savings,Misc,Transaction 741,162.72,Expense
2021-12-18,Savings,Stock,Transaction 742,513.95,Income
2020-09-26,Cash,Salary,Transaction 743,177.27,Income
2024-11-11,Savings,Entertainment,Transaction 744,866.68,Expense
2020-05-13,Cash,Salary,Transaction 745,827.71,Income
2022-07-06,Savings,Stock,Transaction 746,897.55,Income
2021-08-29,Cash,Sales,Transaction 747,352.77,Income
2024-11-18,Checking,Salary,Transaction 748,863.35,Income
2020-03-01,Savings,Sales,Transaction 749,814.56,Income
2024-03-29,Checking,Sales,Transaction 750,116.98,Income
2023-12-28,Credit Card,Transport,Transaction 751,411.13,Expense
2023-08-31,Savings,Stock,Transaction 752,979.82,Income
2023-06-23,Savings,Entertainment,Transaction 753,7.32,Expense
2021-09-21,Savings,Bonus,Transaction 754,7.45,Income
2023-01-14,Checking,Misc,Transaction 755,749.80,Expense
2025-06-14,Savings,Sales,Transaction 756,683.05,Income
2024-07-04,Checking,Entertainment,Transaction 757,529.69,Expense
2023-04-25,Cash,Misc,Transaction 758,46.59,Expense
2023-02-23,Checking,Sales,Transaction 759,721.20,Income
2020-12-28,Credit Card,Utilities,Transaction 760,16.20,Expense
2020-10-27,Savings,Entertainment,Transaction 761,65.50,Expense
2020-04-17,Checking,Entertainment,Transaction 762,472.49,Expense
2021-04-13,Checking,Bonus,Transaction 763,959.33,Income
2021-11-20,Cash,Sales,Transaction 764,265.37,Income
2024-06-27,Checking,Salary,Transaction 765,310.25,Income
2020-03-19,Cash,Misc,Transaction 766,197.64,Expense
2024-05-19,Credit Card,Sales,Transaction 767,543.03,Income
2024-01-09,Savings,Food,Transaction 768,351.31,Expense
2022-12-04,Savings,Misc,Transaction 769,697.71,Expense
2020-01-20,Savings,Transport,Transaction 770,363.82,Expense
2021-10-26,Checking,Food,Transaction 771,918.91,Expense
2021-06-04,Cash,Entertainment,Transaction 772,271.68,Expense
2025-07-04,Savings,Sales,Transaction 773,165.31,Income
2020-03-13,Savings,Food,Transaction 774,102.69,Expense
2024-05-25,Savings,Stock,Transaction 775,470.24,Income
2023-08-29,Cash,Sales,Transaction 776,483.18,Income
2025-04-10,Savings,Food,Transaction 777,419.28,Expense
2023-01-14,Cash,Stock,Transaction 778,22.50,Income
2023-03-19,Savings,Sales,Transaction 779,315.03,Income
2025-07-11,Cash,Misc,Transaction 780,262.34,Expense
2020-08-15,Savings,Sales,Transaction 781,789.92,Income
2023-03-25,Savings,Salary,Transaction 782,975.07,Income
2024-04-13,Savings,Stock,Transaction 783,228.24,Income
2024-09-16,Credit Card,Food,Transaction 784,999.94,Expense
2020-08-03,Cash,Entertainment,Transaction 785,744.04,Expense
2023-08-07,Credit Card,Food,Transaction 786,513.40,Expense
